,model_a,model_b,winner
149,vicuna-13b,alpaca-13b,model_b
150,dolly-v2-12b,alpaca-13b,model_b
151,vicuna-13b,alpaca-13b,model_b
152,koala-13b,vicuna-13b,model_b
153,koala-13b,vicuna-13b,model_b
154,vicuna-13b,alpaca-13b,model_a
155,chatglm-6b,vicuna-13b,model_b
156,vicuna-13b,koala-13b,tie
157,vicuna-13b,oasst-pythia-12b,model_a
158,koala-13b,vicuna-13b,tie
159,vicuna-13b,koala-13b,model_a
160,oasst-pythia-12b,stablelm-tuned-alpha-7b,tie
161,vicuna-13b,alpaca-13b,tie
162,koala-13b,stablelm-tuned-alpha-7b,model_a
163,alpaca-13b,chatglm-6b,model_a
164,koala-13b,llama-13b,model_a
165,llama-13b,alpaca-13b,model_b
166,vicuna-13b,oasst-pythia-12b,tie
167,koala-13b,vicuna-13b,model_a
168,llama-13b,koala-13b,model_b
169,vicuna-13b,oasst-pythia-12b,model_a
170,vicuna-13b,koala-13b,model_a
171,llama-13b,koala-13b,model_b
172,koala-13b,chatglm-6b,model_a
173,vicuna-13b,llama-13b,model_a
174,koala-13b,oasst-pythia-12b,model_a
175,llama-13b,vicuna-13b,model_b
176,vicuna-13b,dolly-v2-12b,model_a
177,alpaca-13b,vicuna-13b,model_b
178,dolly-v2-12b,vicuna-13b,model_a
179,vicuna-13b,koala-13b,tie
180,oasst-pythia-12b,koala-13b,tie
181,vicuna-13b,oasst-pythia-12b,tie
182,llama-13b,oasst-pythia-12b,model_b
183,vicuna-13b,dolly-v2-12b,model_a
184,vicuna-13b,oasst-pythia-12b,model_a
185,oasst-pythia-12b,koala-13b,model_a
186,alpaca-13b,vicuna-13b,model_b
187,koala-13b,vicuna-13b,model_a
188,koala-13b,oasst-pythia-12b,model_a
189,vicuna-13b,koala-13b,model_b
190,vicuna-13b,dolly-v2-12b,model_b
191,koala-13b,alpaca-13b,tie
192,vicuna-13b,llama-13b,model_a
193,vicuna-13b,dolly-v2-12b,model_a
194,koala-13b,vicuna-13b,model_b
195,vicuna-13b,chatglm-6b,model_b
196,oasst-pythia-12b,vicuna-13b,model_b
197,chatglm-6b,dolly-v2-12b,model_b
198,vicuna-13b,llama-13b,model_a
199,llama-13b,koala-13b,model_b
200,oasst-pythia-12b,koala-13b,tie
201,vicuna-13b,oasst-pythia-12b,model_a
202,koala-13b,dolly-v2-12b,model_a
203,chatglm-6b,koala-13b,model_b
204,stablelm-tuned-alpha-7b,chatglm-6b,model_a
205,alpaca-13b,vicuna-13b,tie
206,koala-13b,stablelm-tuned-alpha-7b,model_a
207,llama-13b,vicuna-13b,tie
208,vicuna-13b,koala-13b,tie
209,koala-13b,dolly-v2-12b,model_a
210,vicuna-13b,koala-13b,model_b
211,koala-13b,llama-13b,model_a
212,vicuna-13b,koala-13b,tie
213,koala-13b,alpaca-13b,model_a
214,vicuna-13b,koala-13b,model_b
215,alpaca-13b,dolly-v2-12b,model_a
216,oasst-pythia-12b,vicuna-13b,tie
217,vicuna-13b,koala-13b,tie
218,llama-13b,vicuna-13b,model_b
219,vicuna-13b,koala-13b,model_a
220,stablelm-tuned-alpha-7b,vicuna-13b,model_b
221,koala-13b,oasst-pythia-12b,model_a
222,koala-13b,vicuna-13b,tie
223,stablelm-tuned-alpha-7b,vicuna-13b,tie
224,vicuna-13b,stablelm-tuned-alpha-7b,model_b
225,vicuna-13b,stablelm-tuned-alpha-7b,tie
226,llama-13b,vicuna-13b,tie
227,vicuna-13b,koala-13b,tie
228,vicuna-13b,koala-13b,model_b
229,oasst-pythia-12b,vicuna-13b,tie
230,chatglm-6b,vicuna-13b,tie
231,chatglm-6b,koala-13b,model_b
232,vicuna-13b,dolly-v2-12b,model_a
233,vicuna-13b,dolly-v2-12b,model_a
234,llama-13b,vicuna-13b,model_b
235,dolly-v2-12b,chatglm-6b,model_b
236,vicuna-13b,llama-13b,model_a
237,vicuna-13b,oasst-pythia-12b,model_b
238,oasst-pythia-12b,chatglm-6b,model_a
239,llama-13b,stablelm-tuned-alpha-7b,model_a
240,oasst-pythia-12b,alpaca-13b,model_a
241,vicuna-13b,koala-13b,model_b
242,vicuna-13b,oasst-pythia-12b,model_b
243,stablelm-tuned-alpha-7b,vicuna-13b,model_b
244,koala-13b,vicuna-13b,tie
245,chatglm-6b,vicuna-13b,tie
246,vicuna-13b,koala-13b,model_a
247,alpaca-13b,vicuna-13b,model_a
248,vicuna-13b,koala-13b,model_a
249,vicuna-13b,oasst-pythia-12b,model_a
250,vicuna-13b,oasst-pythia-12b,model_b
251,alpaca-13b,koala-13b,model_b
252,koala-13b,vicuna-13b,tie
253,alpaca-13b,vicuna-13b,model_b
254,chatglm-6b,vicuna-13b,model_b
255,oasst-pythia-12b,vicuna-13b,model_a
256,vicuna-13b,koala-13b,tie
257,vicuna-13b,koala-13b,model_b
258,koala-13b,vicuna-13b,tie
259,oasst-pythia-12b,vicuna-13b,model_b
260,vicuna-13b,llama-13b,model_a
261,koala-13b,stablelm-tuned-alpha-7b,model_a
262,oasst-pythia-12b,alpaca-13b,model_b
263,vicuna-13b,koala-13b,tie
264,dolly-v2-12b,vicuna-13b,model_b
265,vicuna-13b,oasst-pythia-12b,model_a
266,koala-13b,oasst-pythia-12b,model_a
267,oasst-pythia-12b,vicuna-13b,model_b
268,koala-13b,vicuna-13b,model_a
269,dolly-v2-12b,vicuna-13b,model_b
270,llama-13b,stablelm-tuned-alpha-7b,model_b
271,vicuna-13b,llama-13b,model_a
272,vicuna-13b,llama-13b,model_a
273,koala-13b,dolly-v2-12b,model_a
274,vicuna-13b,koala-13b,model_a
275,vicuna-13b,oasst-pythia-12b,tie
276,dolly-v2-12b,alpaca-13b,model_b
277,chatglm-6b,vicuna-13b,model_b
278,vicuna-13b,koala-13b,tie
279,vicuna-13b,llama-13b,model_a
280,koala-13b,llama-13b,model_a
281,alpaca-13b,llama-13b,model_a
282,koala-13b,chatglm-6b,tie
283,koala-13b,vicuna-13b,model_b
284,vicuna-13b,dolly-v2-12b,model_b
285,alpaca-13b,llama-13b,model_a
286,vicuna-13b,stablelm-tuned-alpha-7b,model_a
287,vicuna-13b,koala-13b,model_b
288,dolly-v2-12b,vicuna-13b,model_a
289,vicuna-13b,koala-13b,model_a
290,vicuna-13b,oasst-pythia-12b,model_a
291,vicuna-13b,llama-13b,model_a
292,koala-13b,vicuna-13b,tie
293,oasst-pythia-12b,llama-13b,model_a
294,stablelm-tuned-alpha-7b,vicuna-13b,model_b
295,vicuna-13b,alpaca-13b,tie
296,oasst-pythia-12b,vicuna-13b,model_a
297,vicuna-13b,alpaca-13b,model_b
298,vicuna-13b,koala-13b,tie
299,vicuna-13b,oasst-pythia-12b,model_a
300,chatglm-6b,alpaca-13b,model_b
301,vicuna-13b,chatglm-6b,model_a
302,vicuna-13b,koala-13b,model_a
303,dolly-v2-12b,vicuna-13b,model_b
304,vicuna-13b,oasst-pythia-12b,model_a
305,vicuna-13b,koala-13b,model_b
306,vicuna-13b,koala-13b,model_a
307,alpaca-13b,koala-13b,model_b
308,vicuna-13b,stablelm-tuned-alpha-7b,model_a
309,vicuna-13b,koala-13b,tie
310,vicuna-13b,koala-13b,model_a
311,vicuna-13b,koala-13b,model_a
312,alpaca-13b,koala-13b,model_a
313,alpaca-13b,dolly-v2-12b,model_a
314,vicuna-13b,llama-13b,model_b
315,stablelm-tuned-alpha-7b,alpaca-13b,model_b
316,vicuna-13b,llama-13b,model_a
317,vicuna-13b,koala-13b,tie
318,koala-13b,oasst-pythia-12b,model_a
319,vicuna-13b,alpaca-13b,model_a
320,koala-13b,vicuna-13b,tie
321,dolly-v2-12b,stablelm-tuned-alpha-7b,model_a
322,vicuna-13b,koala-13b,tie
323,vicuna-13b,oasst-pythia-12b,model_a
324,vicuna-13b,dolly-v2-12b,model_b
325,alpaca-13b,vicuna-13b,model_a
326,vicuna-13b,oasst-pythia-12b,model_a
327,dolly-v2-12b,alpaca-13b,model_b
328,vicuna-13b,llama-13b,model_a
329,oasst-pythia-12b,chatglm-6b,model_b
330,chatglm-6b,vicuna-13b,model_b
331,alpaca-13b,vicuna-13b,model_b
332,oasst-pythia-12b,dolly-v2-12b,model_a
333,vicuna-13b,oasst-pythia-12b,tie
334,alpaca-13b,stablelm-tuned-alpha-7b,model_a
335,chatglm-6b,vicuna-13b,model_b
336,dolly-v2-12b,vicuna-13b,model_b
337,koala-13b,vicuna-13b,model_a
338,stablelm-tuned-alpha-7b,vicuna-13b,model_b
339,vicuna-13b,chatglm-6b,model_a
340,llama-13b,dolly-v2-12b,model_b
341,koala-13b,oasst-pythia-12b,tie
342,koala-13b,vicuna-13b,model_b
343,vicuna-13b,koala-13b,model_b
344,vicuna-13b,chatglm-6b,model_a
345,koala-13b,oasst-pythia-12b,model_a
346,alpaca-13b,vicuna-13b,tie
347,oasst-pythia-12b,koala-13b,tie
348,vicuna-13b,koala-13b,tie
349,oasst-pythia-12b,llama-13b,model_a
350,koala-13b,vicuna-13b,model_b
351,koala-13b,alpaca-13b,model_a
352,vicuna-13b,stablelm-tuned-alpha-7b,model_a
353,vicuna-13b,koala-13b,tie
354,stablelm-tuned-alpha-7b,chatglm-6b,model_a
355,koala-13b,oasst-pythia-12b,model_b
356,stablelm-tuned-alpha-7b,alpaca-13b,model_b
357,vicuna-13b,koala-13b,model_a
358,vicuna-13b,oasst-pythia-12b,model_a
359,alpaca-13b,stablelm-tuned-alpha-7b,model_a
360,vicuna-13b,koala-13b,tie
361,oasst-pythia-12b,vicuna-13b,model_b
362,oasst-pythia-12b,vicuna-13b,model_b
363,llama-13b,vicuna-13b,model_b
364,vicuna-13b,koala-13b,model_b
365,vicuna-13b,llama-13b,model_a
366,vicuna-13b,chatglm-6b,model_a
367,vicuna-13b,koala-13b,model_b
368,oasst-pythia-12b,koala-13b,model_a
369,vicuna-13b,oasst-pythia-12b,tie
370,vicuna-13b,llama-13b,model_a
371,koala-13b,vicuna-13b,model_b
372,alpaca-13b,vicuna-13b,model_a
373,oasst-pythia-12b,vicuna-13b,model_b
374,chatglm-6b,vicuna-13b,model_b
375,vicuna-13b,stablelm-tuned-alpha-7b,model_a
376,vicuna-13b,koala-13b,model_b
377,vicuna-13b,llama-13b,model_a
378,vicuna-13b,llama-13b,model_a
379,vicuna-13b,chatglm-6b,model_a
380,vicuna-13b,alpaca-13b,model_a
381,llama-13b,vicuna-13b,model_b
382,vicuna-13b,koala-13b,model_a
383,llama-13b,vicuna-13b,model_a
384,vicuna-13b,koala-13b,tie
385,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
386,vicuna-13b,oasst-pythia-12b,model_a
387,vicuna-13b,alpaca-13b,model_a
388,vicuna-13b,oasst-pythia-12b,model_a
389,koala-13b,chatglm-6b,model_a
390,oasst-pythia-12b,koala-13b,model_a
391,koala-13b,vicuna-13b,model_b
392,vicuna-13b,koala-13b,model_b
393,koala-13b,oasst-pythia-12b,model_a
394,koala-13b,vicuna-13b,model_a
395,oasst-pythia-12b,koala-13b,tie
396,oasst-pythia-12b,vicuna-13b,model_b
397,vicuna-13b,koala-13b,tie
398,koala-13b,vicuna-13b,tie
399,vicuna-13b,koala-13b,model_a
400,vicuna-13b,llama-13b,model_a
401,koala-13b,vicuna-13b,tie
402,vicuna-13b,koala-13b,tie
403,alpaca-13b,oasst-pythia-12b,model_a
404,alpaca-13b,vicuna-13b,model_a
405,dolly-v2-12b,oasst-pythia-12b,model_b
406,vicuna-13b,koala-13b,model_a
407,vicuna-13b,koala-13b,model_a
408,koala-13b,vicuna-13b,tie
409,alpaca-13b,llama-13b,model_a
410,vicuna-13b,koala-13b,model_a
411,vicuna-13b,koala-13b,model_a
412,koala-13b,stablelm-tuned-alpha-7b,model_a
413,koala-13b,oasst-pythia-12b,model_b
414,vicuna-13b,alpaca-13b,model_a
415,koala-13b,vicuna-13b,model_b
416,alpaca-13b,vicuna-13b,model_b
417,koala-13b,oasst-pythia-12b,model_a
418,koala-13b,dolly-v2-12b,model_a
419,koala-13b,vicuna-13b,model_b
420,chatglm-6b,vicuna-13b,model_b
421,chatglm-6b,vicuna-13b,model_a
422,vicuna-13b,koala-13b,model_b
423,koala-13b,alpaca-13b,model_a
424,oasst-pythia-12b,vicuna-13b,model_b
425,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
426,chatglm-6b,stablelm-tuned-alpha-7b,tie
427,koala-13b,chatglm-6b,tie
428,koala-13b,oasst-pythia-12b,model_a
429,vicuna-13b,dolly-v2-12b,model_b
430,vicuna-13b,koala-13b,model_a
431,dolly-v2-12b,vicuna-13b,model_b
432,koala-13b,alpaca-13b,model_a
433,vicuna-13b,koala-13b,model_a
434,vicuna-13b,llama-13b,model_a
435,koala-13b,stablelm-tuned-alpha-7b,model_b
436,dolly-v2-12b,oasst-pythia-12b,model_b
437,vicuna-13b,stablelm-tuned-alpha-7b,model_a
438,vicuna-13b,oasst-pythia-12b,model_b
439,vicuna-13b,oasst-pythia-12b,model_a
440,vicuna-13b,koala-13b,model_a
441,koala-13b,vicuna-13b,model_b
442,koala-13b,vicuna-13b,model_a
443,vicuna-13b,stablelm-tuned-alpha-7b,model_b
444,oasst-pythia-12b,vicuna-13b,model_a
445,vicuna-13b,alpaca-13b,tie
446,vicuna-13b,oasst-pythia-12b,model_a
447,stablelm-tuned-alpha-7b,alpaca-13b,model_b
448,dolly-v2-12b,chatglm-6b,model_a
449,oasst-pythia-12b,koala-13b,tie
450,alpaca-13b,vicuna-13b,tie
451,koala-13b,llama-13b,tie
452,vicuna-13b,koala-13b,tie
453,vicuna-13b,koala-13b,tie
454,koala-13b,oasst-pythia-12b,model_a
455,koala-13b,alpaca-13b,model_a
456,vicuna-13b,llama-13b,model_a
457,koala-13b,vicuna-13b,tie
458,vicuna-13b,llama-13b,tie
459,oasst-pythia-12b,vicuna-13b,model_b
460,vicuna-13b,koala-13b,model_a
461,chatglm-6b,alpaca-13b,model_b
462,vicuna-13b,koala-13b,model_b
463,alpaca-13b,vicuna-13b,model_b
464,oasst-pythia-12b,vicuna-13b,tie
465,vicuna-13b,stablelm-tuned-alpha-7b,model_b
466,vicuna-13b,llama-13b,model_a
467,oasst-pythia-12b,koala-13b,model_b
468,chatglm-6b,vicuna-13b,model_b
469,dolly-v2-12b,stablelm-tuned-alpha-7b,model_b
470,alpaca-13b,vicuna-13b,tie
471,koala-13b,oasst-pythia-12b,model_a
472,vicuna-13b,llama-13b,model_b
473,chatglm-6b,alpaca-13b,model_a
474,oasst-pythia-12b,vicuna-13b,model_b
475,vicuna-13b,oasst-pythia-12b,model_a
476,llama-13b,koala-13b,model_b
477,koala-13b,oasst-pythia-12b,model_a
478,llama-13b,koala-13b,model_a
479,llama-13b,koala-13b,model_b
480,vicuna-13b,oasst-pythia-12b,model_a
481,dolly-v2-12b,vicuna-13b,model_b
482,koala-13b,vicuna-13b,model_b
483,stablelm-tuned-alpha-7b,alpaca-13b,model_a
484,vicuna-13b,llama-13b,model_b
485,koala-13b,llama-13b,model_a
486,alpaca-13b,vicuna-13b,model_a
487,vicuna-13b,oasst-pythia-12b,model_a
488,vicuna-13b,koala-13b,model_b
489,koala-13b,vicuna-13b,model_b
490,alpaca-13b,koala-13b,model_a
491,vicuna-13b,koala-13b,tie
492,koala-13b,vicuna-13b,tie
493,oasst-pythia-12b,vicuna-13b,model_a
494,llama-13b,vicuna-13b,model_b
495,vicuna-13b,koala-13b,model_a
496,vicuna-13b,alpaca-13b,model_b
497,vicuna-13b,oasst-pythia-12b,model_a
498,chatglm-6b,koala-13b,model_b
499,llama-13b,koala-13b,model_b
500,koala-13b,vicuna-13b,tie
501,koala-13b,vicuna-13b,model_a
502,llama-13b,oasst-pythia-12b,model_b
503,vicuna-13b,oasst-pythia-12b,model_a
504,stablelm-tuned-alpha-7b,llama-13b,model_a
505,vicuna-13b,oasst-pythia-12b,model_b
506,dolly-v2-12b,vicuna-13b,model_b
507,vicuna-13b,oasst-pythia-12b,model_a
508,chatglm-6b,vicuna-13b,model_b
509,chatglm-6b,oasst-pythia-12b,model_b
510,stablelm-tuned-alpha-7b,alpaca-13b,model_b
511,oasst-pythia-12b,vicuna-13b,tie
512,dolly-v2-12b,vicuna-13b,model_b
513,vicuna-13b,oasst-pythia-12b,tie
514,koala-13b,vicuna-13b,model_b
515,vicuna-13b,alpaca-13b,model_b
516,vicuna-13b,alpaca-13b,model_a
517,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
518,vicuna-13b,koala-13b,model_b
519,llama-13b,stablelm-tuned-alpha-7b,model_b
520,vicuna-13b,koala-13b,model_b
521,stablelm-tuned-alpha-7b,vicuna-13b,model_b
522,koala-13b,vicuna-13b,model_b
523,koala-13b,vicuna-13b,model_b
524,vicuna-13b,koala-13b,model_a
525,vicuna-13b,oasst-pythia-12b,model_b
526,vicuna-13b,oasst-pythia-12b,model_b
527,dolly-v2-12b,oasst-pythia-12b,model_b
528,koala-13b,vicuna-13b,tie
529,oasst-pythia-12b,vicuna-13b,model_b
530,dolly-v2-12b,oasst-pythia-12b,model_a
531,koala-13b,vicuna-13b,model_b
532,koala-13b,oasst-pythia-12b,model_b
533,koala-13b,vicuna-13b,model_b
534,vicuna-13b,koala-13b,tie
535,llama-13b,vicuna-13b,model_b
536,vicuna-13b,dolly-v2-12b,model_a
537,koala-13b,stablelm-tuned-alpha-7b,model_a
538,chatglm-6b,vicuna-13b,model_b
539,vicuna-13b,oasst-pythia-12b,model_a
540,oasst-pythia-12b,vicuna-13b,model_b
541,vicuna-13b,koala-13b,model_a
542,alpaca-13b,vicuna-13b,model_a
543,vicuna-13b,koala-13b,model_b
544,koala-13b,vicuna-13b,model_b
545,dolly-v2-12b,koala-13b,model_a
546,vicuna-13b,oasst-pythia-12b,model_a
547,koala-13b,vicuna-13b,model_b
548,vicuna-13b,koala-13b,tie
549,llama-13b,stablelm-tuned-alpha-7b,model_b
550,vicuna-13b,koala-13b,tie
551,stablelm-tuned-alpha-7b,vicuna-13b,tie
552,vicuna-13b,oasst-pythia-12b,model_a
553,oasst-pythia-12b,vicuna-13b,model_b
554,vicuna-13b,koala-13b,tie
555,vicuna-13b,koala-13b,model_a
556,vicuna-13b,oasst-pythia-12b,model_a
557,koala-13b,llama-13b,model_a
558,stablelm-tuned-alpha-7b,dolly-v2-12b,tie
559,koala-13b,oasst-pythia-12b,model_b
560,koala-13b,dolly-v2-12b,model_a
561,vicuna-13b,llama-13b,model_a
562,vicuna-13b,alpaca-13b,model_b
563,vicuna-13b,dolly-v2-12b,tie
564,vicuna-13b,koala-13b,model_a
565,vicuna-13b,chatglm-6b,model_a
566,vicuna-13b,koala-13b,model_b
567,dolly-v2-12b,vicuna-13b,model_b
568,koala-13b,vicuna-13b,tie
569,vicuna-13b,llama-13b,model_a
570,koala-13b,oasst-pythia-12b,model_a
571,koala-13b,vicuna-13b,model_b
572,vicuna-13b,llama-13b,model_a
573,oasst-pythia-12b,dolly-v2-12b,model_b
574,koala-13b,vicuna-13b,model_a
575,koala-13b,vicuna-13b,tie
576,vicuna-13b,oasst-pythia-12b,model_a
577,llama-13b,vicuna-13b,model_a
578,vicuna-13b,koala-13b,model_a
579,koala-13b,alpaca-13b,tie
580,vicuna-13b,dolly-v2-12b,model_a
581,vicuna-13b,llama-13b,model_a
582,koala-13b,vicuna-13b,tie
583,vicuna-13b,chatglm-6b,model_a
584,vicuna-13b,llama-13b,model_b
585,vicuna-13b,koala-13b,model_b
586,vicuna-13b,koala-13b,model_a
587,vicuna-13b,chatglm-6b,model_a
588,vicuna-13b,oasst-pythia-12b,tie
589,koala-13b,vicuna-13b,model_a
590,vicuna-13b,koala-13b,model_a
591,vicuna-13b,koala-13b,model_b
592,koala-13b,dolly-v2-12b,model_b
593,dolly-v2-12b,koala-13b,model_b
594,oasst-pythia-12b,vicuna-13b,tie
595,vicuna-13b,oasst-pythia-12b,model_a
596,chatglm-6b,stablelm-tuned-alpha-7b,tie
597,dolly-v2-12b,llama-13b,tie
598,oasst-pythia-12b,vicuna-13b,tie
599,vicuna-13b,koala-13b,tie
600,vicuna-13b,dolly-v2-12b,model_a
601,dolly-v2-12b,vicuna-13b,model_b
602,vicuna-13b,oasst-pythia-12b,tie
603,oasst-pythia-12b,alpaca-13b,model_b
604,vicuna-13b,llama-13b,model_a
605,vicuna-13b,oasst-pythia-12b,model_b
606,vicuna-13b,koala-13b,model_a
607,vicuna-13b,alpaca-13b,model_a
608,vicuna-13b,stablelm-tuned-alpha-7b,model_a
609,vicuna-13b,koala-13b,model_a
610,oasst-pythia-12b,koala-13b,tie
611,vicuna-13b,chatglm-6b,tie
612,vicuna-13b,dolly-v2-12b,model_a
613,vicuna-13b,koala-13b,model_b
614,vicuna-13b,oasst-pythia-12b,model_a
615,vicuna-13b,koala-13b,model_a
616,vicuna-13b,chatglm-6b,model_a
617,llama-13b,vicuna-13b,model_b
618,stablelm-tuned-alpha-7b,koala-13b,model_b
619,koala-13b,stablelm-tuned-alpha-7b,model_a
620,koala-13b,stablelm-tuned-alpha-7b,model_a
621,koala-13b,vicuna-13b,tie
622,stablelm-tuned-alpha-7b,llama-13b,model_b
623,alpaca-13b,koala-13b,model_b
624,vicuna-13b,koala-13b,model_a
