,model_a,model_b,winner
56,gpt-35-turbo,gpt-4-turbo,model_b
57,gpt-35-turbo,gpt-4-turbo,model_b
58,gpt-4-turbo,gpt-35-turbo,model_a
59,gpt-4-turbo,gpt-35-turbo,model_a
60,gpt-35-turbo,gpt-4-turbo,model_b
61,gpt-35-turbo,gpt-4-turbo,model_b
62,gpt-4-turbo,gpt-35-turbo,model_a
63,gpt-4-turbo,gpt-35-turbo,model_a
64,gpt-4-turbo,gpt-35-turbo,model_a
65,gpt-35-turbo,gpt-4-turbo,model_b
66,gpt-35-turbo,gpt-4-turbo,model_b
67,gpt-35-turbo,gpt-4-turbo,model_b
68,gpt-35-turbo,gpt-4-turbo,model_b
69,gpt-35-turbo,gpt-4-turbo,model_b
70,gpt-4-turbo,gpt-35-turbo,model_a
71,gpt-4-turbo,gpt-35-turbo,model_a
72,gpt-4-turbo,gpt-35-turbo,model_a
73,gpt-35-turbo,gpt-4-turbo,tie
74,gpt-35-turbo,gpt-4-turbo,model_b
75,gpt-4-turbo,gpt-35-turbo,model_a
76,gpt-35-turbo,gpt-4-turbo,model_b
77,gpt-4-turbo,gpt-35-turbo,model_a
78,gpt-4-turbo,gpt-35-turbo,model_a
79,gpt-35-turbo,gpt-4-turbo,model_b
80,gpt-4-turbo,gpt-35-turbo,model_a
81,gpt-4-turbo,gpt-35-turbo,model_a
82,gpt-35-turbo,gpt-4-turbo,tie
83,gpt-4-turbo,gpt-35-turbo,model_b
84,gpt-4-turbo,gpt-35-turbo,model_a
85,gpt-4-turbo,gpt-35-turbo,model_a
86,gpt-4-turbo,gpt-35-turbo,model_a
87,gpt-35-turbo,gpt-4-turbo,model_b
88,gpt-4-turbo,gpt-35-turbo,model_a
89,gpt-4-turbo,gpt-35-turbo,model_a
90,gpt-4-turbo,gpt-35-turbo,model_a
91,gpt-35-turbo,gpt-4-turbo,model_b
92,gpt-4-turbo,gpt-35-turbo,model_a
93,gpt-4-turbo,gpt-35-turbo,model_a
94,gpt-4-turbo,gpt-35-turbo,model_a
95,gpt-35-turbo,gpt-4-turbo,model_b
96,gpt-4-turbo,gpt-35-turbo,model_a
97,gpt-35-turbo,gpt-4-turbo,model_b
98,gpt-35-turbo,gpt-4-turbo,model_b
99,gpt-35-turbo,gpt-4-turbo,model_b
100,gpt-4-turbo,gpt-35-turbo,tie
101,gpt-4-turbo,gpt-35-turbo,model_b
102,gpt-4-turbo,gpt-35-turbo,tie
103,gpt-35-turbo,gpt-4-turbo,model_b
104,gpt-4-turbo,gpt-35-turbo,model_a
105,gpt-4-turbo,gpt-35-turbo,model_a
106,gpt-4-turbo,gpt-35-turbo,model_a
107,gpt-35-turbo,gpt-4-turbo,model_b
108,gpt-35-turbo,gpt-4-turbo,model_b
109,gpt-4-turbo,gpt-35-turbo,model_a
110,gpt-35-turbo,gpt-4-turbo,tie
111,gpt-35-turbo,gpt-4-turbo,tie
112,gpt-35-turbo,gpt-4-turbo,model_b
113,gpt-35-turbo,gpt-4-turbo,model_b
114,gpt-4-turbo,gpt-35-turbo,model_a
115,gpt-4-turbo,gpt-35-turbo,model_a
116,gpt-35-turbo,gpt-4-turbo,model_b
117,gpt-35-turbo,gpt-4-turbo,model_b
118,gpt-35-turbo,gpt-4-turbo,tie
119,gpt-4-turbo,gpt-35-turbo,model_a
120,gpt-35-turbo,gpt-4-turbo,tie
121,gpt-35-turbo,gpt-4-turbo,model_b
122,gpt-4-turbo,gpt-35-turbo,model_a
123,gpt-4-turbo,gpt-35-turbo,model_a
124,gpt-35-turbo,gpt-4-turbo,model_b
125,gpt-35-turbo,gpt-4-turbo,model_b
126,gpt-35-turbo,gpt-4-turbo,model_b
127,gpt-4-turbo,gpt-35-turbo,model_a
128,gpt-4-turbo,gpt-35-turbo,tie
129,gpt-35-turbo,gpt-4-turbo,model_b
130,gpt-4-turbo,gpt-35-turbo,model_a
131,gpt-4-turbo,gpt-35-turbo,model_a
132,gpt-4-turbo,gpt-35-turbo,tie
133,gpt-4-turbo,gpt-35-turbo,model_a
134,gpt-4-turbo,gpt-35-turbo,model_a
135,gpt-35-turbo,gpt-4-turbo,model_b
136,gpt-35-turbo,gpt-4-turbo,model_b
137,gpt-4-turbo,gpt-35-turbo,model_a
138,gpt-4-turbo,gpt-35-turbo,model_a
139,gpt-4-turbo,gpt-35-turbo,model_a
140,gpt-4-turbo,gpt-35-turbo,model_a
141,gpt-35-turbo,gpt-4-turbo,model_a
142,gpt-4-turbo,gpt-35-turbo,model_a
143,gpt-35-turbo,gpt-4-turbo,model_b
144,gpt-4-turbo,gpt-35-turbo,model_a
145,gpt-4-turbo,gpt-35-turbo,model_a
146,gpt-4-turbo,gpt-35-turbo,model_a
147,gpt-35-turbo,gpt-4-turbo,model_b
148,gpt-4-turbo,gpt-35-turbo,model_a
149,gpt-4-turbo,gpt-35-turbo,model_a
150,gpt-4-turbo,gpt-35-turbo,model_a
151,gpt-4-turbo,gpt-35-turbo,tie
152,gpt-4-turbo,gpt-35-turbo,model_a
153,gpt-4-turbo,gpt-35-turbo,model_a
154,gpt-4-turbo,gpt-35-turbo,model_a
155,gpt-4-turbo,gpt-35-turbo,model_a
156,gpt-35-turbo,gpt-4-turbo,model_a
157,gpt-4-turbo,gpt-35-turbo,model_a
158,gpt-35-turbo,gpt-4-turbo,model_b
159,gpt-4-turbo,gpt-35-turbo,tie
160,gpt-35-turbo,gpt-4-turbo,model_b
161,gpt-4-turbo,gpt-35-turbo,model_a
162,gpt-35-turbo,gpt-4-turbo,tie
163,gpt-35-turbo,gpt-4-turbo,model_b
164,gpt-35-turbo,gpt-4-turbo,model_b
165,gpt-4-turbo,gpt-35-turbo,model_a
166,gpt-4-turbo,gpt-35-turbo,model_a
167,gpt-35-turbo,gpt-4-turbo,model_b
168,gpt-4-turbo,gpt-35-turbo,model_a
169,gpt-4-turbo,gpt-35-turbo,model_a
170,gpt-35-turbo,gpt-4-turbo,model_b
171,gpt-4-turbo,gpt-35-turbo,model_a
172,gpt-35-turbo,gpt-4-turbo,tie
173,gpt-35-turbo,gpt-4-turbo,model_b
174,gpt-4-turbo,gpt-35-turbo,model_a
175,gpt-35-turbo,gpt-4-turbo,model_b
176,gpt-4-turbo,gpt-35-turbo,model_a
177,gpt-4-turbo,gpt-35-turbo,tie
178,gpt-35-turbo,gpt-4-turbo,model_b
179,gpt-4-turbo,gpt-35-turbo,model_a
180,gpt-4-turbo,gpt-35-turbo,tie
181,gpt-4-turbo,gpt-35-turbo,model_a
182,gpt-35-turbo,gpt-4-turbo,model_a
183,gpt-4-turbo,gpt-35-turbo,model_a
184,gpt-35-turbo,gpt-4-turbo,model_b
185,gpt-4-turbo,gpt-35-turbo,model_a
186,gpt-35-turbo,gpt-4-turbo,model_b
187,gpt-4-turbo,gpt-35-turbo,model_a
188,gpt-35-turbo,gpt-4-turbo,model_b
189,gpt-35-turbo,gpt-4-turbo,model_b
190,gpt-4-turbo,gpt-35-turbo,model_a
191,gpt-4-turbo,gpt-35-turbo,model_a
192,gpt-35-turbo,gpt-4-turbo,model_b
193,gpt-4-turbo,gpt-35-turbo,model_a
194,gpt-35-turbo,gpt-4-turbo,tie
195,gpt-4-turbo,gpt-35-turbo,model_a
196,gpt-35-turbo,gpt-4-turbo,model_b
197,gpt-4-turbo,gpt-35-turbo,model_a
198,gpt-4-turbo,gpt-35-turbo,model_a
199,gpt-4-turbo,gpt-35-turbo,tie
200,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
201,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
202,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
203,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
204,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
205,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
206,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
207,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
208,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
209,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
210,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
211,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
212,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
213,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
214,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
215,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
216,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
217,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
218,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
219,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
220,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
221,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
222,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
223,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
224,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
225,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
226,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
227,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
228,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
229,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
230,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
231,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
232,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
233,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
234,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
235,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
236,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
237,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
238,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
239,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie(all bad)
240,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
241,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
242,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
243,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
244,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
245,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
246,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
247,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
248,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
249,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
250,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
251,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
252,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
253,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
254,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
255,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
256,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
257,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
258,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
259,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
260,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
261,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
262,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
263,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
264,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
265,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
266,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
267,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
268,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
269,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
270,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
271,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
272,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
273,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
274,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
275,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
276,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
277,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
278,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_b
279,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
280,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
281,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
282,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
283,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
284,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
285,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
286,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
287,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
288,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
289,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
290,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
291,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
292,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
293,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
294,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
295,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
296,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
297,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
298,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
299,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
300,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
301,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
302,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
303,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
304,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
305,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
306,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_a
307,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
308,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
309,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
310,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
311,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
312,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_b
313,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
314,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
315,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
316,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
317,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
318,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
319,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
320,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
321,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
322,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
323,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
324,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
325,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
326,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
327,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
328,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
329,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
330,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
331,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
332,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
333,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
334,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
335,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
336,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
337,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
338,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
339,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
340,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
341,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
342,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
343,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
344,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
345,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
346,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
347,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
348,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
349,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_a
350,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
351,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
352,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
353,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
354,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_a
355,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
356,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
357,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_a
358,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
359,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
360,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
361,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie
362,gpt-4-turbo,lmsys/vicuna-7b-v1.5,tie(all bad)
363,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
364,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
365,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
366,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
367,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
368,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
369,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
370,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
371,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
372,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
373,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
374,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
375,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
376,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
377,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
378,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
379,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
380,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
381,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
382,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
383,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
384,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
385,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
386,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
387,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
388,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
389,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
390,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
391,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
392,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
393,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
394,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
395,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
396,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
397,lmsys/vicuna-7b-v1.5,gpt-4-turbo,model_b
398,lmsys/vicuna-7b-v1.5,gpt-4-turbo,tie
399,gpt-4-turbo,lmsys/vicuna-7b-v1.5,model_a
400,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
401,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
402,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
403,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
404,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
405,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
406,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
407,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
408,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
409,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
410,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
411,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
412,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
413,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
414,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
415,gpt-4-turbo,lmsys/vicuna-13b-v1.5,tie
416,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
417,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
418,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
419,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
420,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
421,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
422,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
423,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
424,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
425,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
426,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
427,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
428,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
429,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
430,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
431,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
432,gpt-4-turbo,lmsys/vicuna-13b-v1.5,tie
433,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
434,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
435,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
436,gpt-4-turbo,lmsys/vicuna-13b-v1.5,
437,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
438,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
439,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
440,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
441,gpt-4-turbo,lmsys/vicuna-13b-v1.5,tie
442,lmsys/vicuna-13b-v1.5,gpt-4-turbo,tie
443,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
444,gpt-4-turbo,lmsys/vicuna-13b-v1.5,
445,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
446,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
447,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
448,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
449,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
450,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
451,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
452,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
453,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
454,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
455,gpt-4-turbo,lmsys/vicuna-13b-v1.5,tie
456,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
457,lmsys/vicuna-13b-v1.5,gpt-4-turbo,model_b
458,gpt-4-turbo,lmsys/vicuna-13b-v1.5,model_a
