,model_a,model_b,winner
110,gpt-4-turbo,huggyllama/llama-13b,model_a
111,huggyllama/llama-13b,gpt-4-turbo,model_b
112,gpt-4-turbo,huggyllama/llama-13b,model_a
113,gpt-4-turbo,huggyllama/llama-13b,model_a
114,huggyllama/llama-13b,gpt-4-turbo,model_b
115,gpt-4-turbo,huggyllama/llama-13b,model_a
116,gpt-4-turbo,huggyllama/llama-13b,model_a
117,huggyllama/llama-13b,gpt-4-turbo,model_b
118,huggyllama/llama-13b,gpt-4-turbo,model_b
119,huggyllama/llama-13b,gpt-4-turbo,model_b
120,gpt-4-turbo,huggyllama/llama-13b,model_a
121,gpt-4-turbo,huggyllama/llama-13b,model_a
122,huggyllama/llama-13b,gpt-4-turbo,model_b
123,gpt-4-turbo,huggyllama/llama-13b,model_a
124,huggyllama/llama-13b,gpt-4-turbo,model_b
125,huggyllama/llama-13b,gpt-4-turbo,model_b
126,gpt-4-turbo,huggyllama/llama-13b,model_a
127,huggyllama/llama-13b,gpt-4-turbo,model_b
128,gpt-4-turbo,huggyllama/llama-13b,model_a
129,huggyllama/llama-13b,gpt-4-turbo,model_b
130,huggyllama/llama-13b,gpt-4-turbo,model_b
131,huggyllama/llama-13b,gpt-4-turbo,model_b
132,huggyllama/llama-13b,gpt-4-turbo,model_b
133,huggyllama/llama-13b,gpt-4-turbo,model_b
134,huggyllama/llama-13b,gpt-4-turbo,model_b
135,huggyllama/llama-13b,gpt-4-turbo,model_b
136,huggyllama/llama-13b,gpt-4-turbo,model_b
137,huggyllama/llama-13b,gpt-4-turbo,model_b
138,huggyllama/llama-13b,gpt-4-turbo,model_b
139,gpt-4-turbo,huggyllama/llama-13b,model_a
140,gpt-4-turbo,huggyllama/llama-13b,model_a
141,huggyllama/llama-13b,gpt-4-turbo,model_b
142,huggyllama/llama-13b,gpt-4-turbo,model_b
143,gpt-4-turbo,huggyllama/llama-13b,model_a
144,gpt-4-turbo,huggyllama/llama-13b,model_a
145,gpt-4-turbo,huggyllama/llama-13b,model_a
146,huggyllama/llama-13b,gpt-4-turbo,model_b
147,gpt-4-turbo,huggyllama/llama-13b,model_a
148,gpt-4-turbo,huggyllama/llama-13b,model_a
149,gpt-4-turbo,huggyllama/llama-13b,model_a
150,huggyllama/llama-13b,gpt-4-turbo,model_b
151,gpt-4-turbo,huggyllama/llama-13b,
152,gpt-4-turbo,huggyllama/llama-13b,model_a
153,gpt-4-turbo,huggyllama/llama-13b,model_a
154,huggyllama/llama-13b,gpt-4-turbo,model_b
155,huggyllama/llama-13b,gpt-4-turbo,model_b
156,huggyllama/llama-13b,gpt-4-turbo,model_b
157,gpt-4-turbo,huggyllama/llama-13b,model_a
158,gpt-4-turbo,huggyllama/llama-13b,model_a
159,huggyllama/llama-13b,gpt-4-turbo,model_b
160,huggyllama/llama-13b,gpt-4-turbo,model_b
161,gpt-4-turbo,huggyllama/llama-13b,model_a
162,huggyllama/llama-13b,gpt-4-turbo,model_b
163,gpt-4-turbo,huggyllama/llama-13b,model_a
164,gpt-4-turbo,huggyllama/llama-13b,model_a
165,gpt-4-turbo,huggyllama/llama-13b,model_a
166,gpt-4-turbo,huggyllama/llama-13b,model_a
167,gpt-4-turbo,huggyllama/llama-13b,model_a
168,gpt-4-turbo,huggyllama/llama-13b,model_a
169,huggyllama/llama-13b,gpt-4-turbo,model_b
170,huggyllama/llama-13b,gpt-4-turbo,model_b
171,gpt-4-turbo,huggyllama/llama-13b,model_a
172,huggyllama/llama-13b,gpt-4-turbo,model_b
173,gpt-4-turbo,huggyllama/llama-13b,model_a
174,huggyllama/llama-13b,gpt-4-turbo,model_b
175,gpt-4-turbo,huggyllama/llama-13b,model_a
176,gpt-4-turbo,huggyllama/llama-13b,model_a
177,gpt-4-turbo,huggyllama/llama-13b,model_a
178,huggyllama/llama-13b,gpt-4-turbo,model_b
179,huggyllama/llama-13b,gpt-4-turbo,model_b
180,gpt-4-turbo,huggyllama/llama-13b,model_a
181,huggyllama/llama-13b,gpt-4-turbo,model_b
182,huggyllama/llama-13b,gpt-4-turbo,model_b
183,gpt-4-turbo,huggyllama/llama-13b,model_a
184,gpt-4-turbo,huggyllama/llama-13b,model_a
185,huggyllama/llama-13b,gpt-4-turbo,model_b
186,huggyllama/llama-13b,gpt-4-turbo,model_b
187,huggyllama/llama-13b,gpt-4-turbo,model_b
188,huggyllama/llama-13b,gpt-4-turbo,model_b
189,huggyllama/llama-13b,gpt-4-turbo,model_b
190,gpt-4-turbo,huggyllama/llama-13b,model_a
191,huggyllama/llama-13b,gpt-4-turbo,model_b
192,gpt-4-turbo,huggyllama/llama-13b,model_a
193,huggyllama/llama-13b,gpt-4-turbo,model_b
194,huggyllama/llama-13b,gpt-4-turbo,model_b
195,huggyllama/llama-13b,gpt-4-turbo,model_b
196,gpt-4-turbo,huggyllama/llama-13b,model_a
197,gpt-4-turbo,huggyllama/llama-13b,model_a
198,gpt-4-turbo,huggyllama/llama-13b,model_a
199,huggyllama/llama-13b,gpt-4-turbo,model_b
200,gpt-35-turbo,huggyllama/llama-13b,model_a
201,gpt-35-turbo,huggyllama/llama-13b,model_a
202,huggyllama/llama-13b,gpt-35-turbo,model_b
203,huggyllama/llama-13b,gpt-35-turbo,model_b
204,huggyllama/llama-13b,gpt-35-turbo,model_b
205,gpt-35-turbo,huggyllama/llama-13b,model_a
206,gpt-35-turbo,huggyllama/llama-13b,model_a
207,huggyllama/llama-13b,gpt-35-turbo,model_b
208,huggyllama/llama-13b,gpt-35-turbo,model_b
209,huggyllama/llama-13b,gpt-35-turbo,model_b
210,huggyllama/llama-13b,gpt-35-turbo,model_b
211,gpt-35-turbo,huggyllama/llama-13b,model_a
212,gpt-35-turbo,huggyllama/llama-13b,model_a
213,gpt-35-turbo,huggyllama/llama-13b,model_a
214,huggyllama/llama-13b,gpt-35-turbo,model_b
215,gpt-35-turbo,huggyllama/llama-13b,model_a
216,huggyllama/llama-13b,gpt-35-turbo,model_b
217,gpt-35-turbo,huggyllama/llama-13b,model_a
218,huggyllama/llama-13b,gpt-35-turbo,model_b
219,gpt-35-turbo,huggyllama/llama-13b,model_a
220,huggyllama/llama-13b,gpt-35-turbo,model_b
221,gpt-35-turbo,huggyllama/llama-13b,model_a
222,gpt-35-turbo,huggyllama/llama-13b,model_a
223,gpt-35-turbo,huggyllama/llama-13b,model_a
224,huggyllama/llama-13b,gpt-35-turbo,model_b
225,gpt-35-turbo,huggyllama/llama-13b,model_a
226,huggyllama/llama-13b,gpt-35-turbo,model_b
227,huggyllama/llama-13b,gpt-35-turbo,model_b
228,gpt-35-turbo,huggyllama/llama-13b,model_a
229,huggyllama/llama-13b,gpt-35-turbo,model_b
230,gpt-35-turbo,huggyllama/llama-13b,model_a
231,gpt-35-turbo,huggyllama/llama-13b,model_a
232,huggyllama/llama-13b,gpt-35-turbo,model_b
233,huggyllama/llama-13b,gpt-35-turbo,model_b
234,huggyllama/llama-13b,gpt-35-turbo,model_b
235,huggyllama/llama-13b,gpt-35-turbo,model_b
236,huggyllama/llama-13b,gpt-35-turbo,model_b
237,huggyllama/llama-13b,gpt-35-turbo,model_b
238,gpt-35-turbo,huggyllama/llama-13b,model_a
239,huggyllama/llama-13b,gpt-35-turbo,model_b
240,huggyllama/llama-13b,gpt-35-turbo,model_b
241,huggyllama/llama-13b,gpt-35-turbo,model_b
242,huggyllama/llama-13b,gpt-35-turbo,model_b
243,gpt-35-turbo,huggyllama/llama-13b,model_a
244,huggyllama/llama-13b,gpt-35-turbo,model_b
245,gpt-35-turbo,huggyllama/llama-13b,model_a
246,gpt-35-turbo,huggyllama/llama-13b,model_a
247,gpt-35-turbo,huggyllama/llama-13b,model_a
248,gpt-35-turbo,huggyllama/llama-13b,model_a
249,gpt-35-turbo,huggyllama/llama-13b,model_a
250,huggyllama/llama-13b,gpt-35-turbo,model_b
251,huggyllama/llama-13b,gpt-35-turbo,model_b
252,huggyllama/llama-13b,gpt-35-turbo,model_b
253,gpt-35-turbo,huggyllama/llama-13b,model_a
254,gpt-35-turbo,huggyllama/llama-13b,
255,huggyllama/llama-13b,gpt-35-turbo,model_b
256,huggyllama/llama-13b,gpt-35-turbo,model_b
257,gpt-35-turbo,huggyllama/llama-13b,model_a
258,gpt-35-turbo,huggyllama/llama-13b,model_a
259,gpt-35-turbo,huggyllama/llama-13b,model_a
260,huggyllama/llama-13b,gpt-35-turbo,model_b
261,gpt-35-turbo,huggyllama/llama-13b,model_a
262,gpt-35-turbo,huggyllama/llama-13b,model_a
263,huggyllama/llama-13b,gpt-35-turbo,model_b
264,gpt-35-turbo,huggyllama/llama-13b,model_a
265,huggyllama/llama-13b,gpt-35-turbo,model_b
266,huggyllama/llama-13b,gpt-35-turbo,model_b
267,huggyllama/llama-13b,gpt-35-turbo,model_b
268,gpt-35-turbo,huggyllama/llama-13b,model_a
269,huggyllama/llama-13b,gpt-35-turbo,model_b
270,gpt-35-turbo,huggyllama/llama-13b,model_a
271,huggyllama/llama-13b,gpt-35-turbo,model_b
272,gpt-35-turbo,huggyllama/llama-13b,model_a
273,gpt-35-turbo,huggyllama/llama-13b,model_a
274,huggyllama/llama-13b,gpt-35-turbo,model_b
275,huggyllama/llama-13b,gpt-35-turbo,model_b
276,gpt-35-turbo,huggyllama/llama-13b,model_a
277,huggyllama/llama-13b,gpt-35-turbo,model_b
278,gpt-35-turbo,huggyllama/llama-13b,model_a
279,huggyllama/llama-13b,gpt-35-turbo,model_b
280,gpt-35-turbo,huggyllama/llama-13b,model_a
281,huggyllama/llama-13b,gpt-35-turbo,model_b
282,huggyllama/llama-13b,gpt-35-turbo,model_b
283,huggyllama/llama-13b,gpt-35-turbo,model_b
284,gpt-35-turbo,huggyllama/llama-13b,model_a
285,huggyllama/llama-13b,gpt-35-turbo,model_b
286,huggyllama/llama-13b,gpt-35-turbo,model_b
287,gpt-35-turbo,huggyllama/llama-13b,model_a
288,huggyllama/llama-13b,gpt-35-turbo,model_b
289,gpt-35-turbo,huggyllama/llama-13b,model_a
290,huggyllama/llama-13b,gpt-35-turbo,model_b
291,gpt-35-turbo,huggyllama/llama-13b,model_a
292,huggyllama/llama-13b,gpt-35-turbo,model_b
293,gpt-35-turbo,huggyllama/llama-13b,model_a
294,gpt-35-turbo,huggyllama/llama-13b,model_a
295,gpt-35-turbo,huggyllama/llama-13b,model_a
296,gpt-35-turbo,huggyllama/llama-13b,model_a
297,gpt-35-turbo,huggyllama/llama-13b,model_a
298,huggyllama/llama-13b,gpt-35-turbo,model_b
299,gpt-35-turbo,huggyllama/llama-13b,model_a
300,huggyllama/llama-13b,gpt-35-turbo,model_b
301,huggyllama/llama-13b,gpt-35-turbo,model_b
302,gpt-35-turbo,huggyllama/llama-13b,model_a
303,huggyllama/llama-13b,gpt-35-turbo,model_b
304,huggyllama/llama-13b,gpt-35-turbo,model_b
305,gpt-35-turbo,huggyllama/llama-13b,model_a
306,gpt-35-turbo,huggyllama/llama-13b,model_a
307,huggyllama/llama-13b,gpt-35-turbo,model_b
308,huggyllama/llama-13b,gpt-35-turbo,model_b
309,gpt-35-turbo,huggyllama/llama-13b,model_a
310,gpt-35-turbo,huggyllama/llama-13b,tie(all bad)
311,huggyllama/llama-13b,gpt-35-turbo,model_b
312,gpt-35-turbo,huggyllama/llama-13b,model_a
313,gpt-35-turbo,huggyllama/llama-13b,model_a
314,huggyllama/llama-13b,gpt-35-turbo,model_b
315,huggyllama/llama-13b,gpt-35-turbo,model_b
316,gpt-35-turbo,huggyllama/llama-13b,model_a
317,gpt-35-turbo,huggyllama/llama-13b,tie(all bad)
318,gpt-35-turbo,huggyllama/llama-13b,model_a
319,gpt-35-turbo,huggyllama/llama-13b,model_a
320,gpt-35-turbo,huggyllama/llama-13b,model_a
321,huggyllama/llama-13b,gpt-35-turbo,model_b
322,gpt-35-turbo,huggyllama/llama-13b,model_a
323,gpt-35-turbo,huggyllama/llama-13b,model_a
324,gpt-35-turbo,huggyllama/llama-13b,model_a
325,huggyllama/llama-13b,gpt-35-turbo,model_b
326,huggyllama/llama-13b,gpt-35-turbo,model_b
327,gpt-35-turbo,huggyllama/llama-13b,model_a
328,huggyllama/llama-13b,gpt-35-turbo,model_b
329,huggyllama/llama-13b,gpt-35-turbo,model_b
330,huggyllama/llama-13b,gpt-35-turbo,model_b
331,huggyllama/llama-13b,gpt-35-turbo,model_b
332,huggyllama/llama-13b,gpt-35-turbo,model_b
333,gpt-35-turbo,huggyllama/llama-13b,model_a
334,huggyllama/llama-13b,gpt-35-turbo,model_b
335,huggyllama/llama-13b,gpt-35-turbo,model_b
336,gpt-35-turbo,huggyllama/llama-13b,model_a
337,huggyllama/llama-13b,gpt-35-turbo,model_b
338,gpt-35-turbo,huggyllama/llama-13b,model_a
339,huggyllama/llama-13b,gpt-35-turbo,model_b
340,gpt-35-turbo,huggyllama/llama-13b,model_a
341,gpt-35-turbo,huggyllama/llama-13b,model_a
342,huggyllama/llama-13b,gpt-35-turbo,model_b
343,huggyllama/llama-13b,gpt-35-turbo,model_b
344,huggyllama/llama-13b,gpt-35-turbo,model_b
345,gpt-35-turbo,huggyllama/llama-13b,model_a
346,huggyllama/llama-13b,gpt-35-turbo,model_b
347,huggyllama/llama-13b,gpt-35-turbo,model_b
348,huggyllama/llama-13b,gpt-35-turbo,model_b
349,gpt-35-turbo,huggyllama/llama-13b,model_a
350,huggyllama/llama-13b,gpt-35-turbo,model_b
351,gpt-35-turbo,huggyllama/llama-13b,model_a
352,huggyllama/llama-13b,gpt-35-turbo,model_b
353,huggyllama/llama-13b,gpt-35-turbo,model_b
354,huggyllama/llama-13b,gpt-35-turbo,model_b
355,gpt-35-turbo,huggyllama/llama-13b,model_a
356,huggyllama/llama-13b,gpt-35-turbo,model_b
357,gpt-35-turbo,huggyllama/llama-13b,model_a
358,huggyllama/llama-13b,gpt-35-turbo,model_b
359,gpt-35-turbo,huggyllama/llama-13b,model_a
360,huggyllama/llama-13b,gpt-35-turbo,model_b
361,huggyllama/llama-13b,gpt-35-turbo,model_b
362,gpt-35-turbo,huggyllama/llama-13b,model_a
363,huggyllama/llama-13b,gpt-35-turbo,model_b
364,huggyllama/llama-13b,gpt-35-turbo,tie(all bad)
365,gpt-35-turbo,huggyllama/llama-13b,model_a
366,huggyllama/llama-13b,gpt-35-turbo,model_b
367,gpt-35-turbo,huggyllama/llama-13b,model_a
368,huggyllama/llama-13b,gpt-35-turbo,model_b
369,huggyllama/llama-13b,gpt-35-turbo,model_b
370,gpt-35-turbo,huggyllama/llama-13b,model_a
371,gpt-35-turbo,huggyllama/llama-13b,model_a
372,huggyllama/llama-13b,gpt-35-turbo,model_b
373,huggyllama/llama-13b,gpt-35-turbo,model_b
374,huggyllama/llama-13b,gpt-35-turbo,model_b
375,gpt-35-turbo,huggyllama/llama-13b,model_a
376,huggyllama/llama-13b,gpt-35-turbo,model_b
377,gpt-35-turbo,huggyllama/llama-13b,model_a
378,huggyllama/llama-13b,gpt-35-turbo,model_b
379,gpt-35-turbo,huggyllama/llama-13b,model_a
380,huggyllama/llama-13b,gpt-35-turbo,model_b
381,huggyllama/llama-13b,gpt-35-turbo,model_b
382,huggyllama/llama-13b,gpt-35-turbo,model_b
383,huggyllama/llama-13b,gpt-35-turbo,model_b
384,huggyllama/llama-13b,gpt-35-turbo,model_b
385,gpt-35-turbo,huggyllama/llama-13b,model_a
386,huggyllama/llama-13b,gpt-35-turbo,model_b
387,gpt-35-turbo,huggyllama/llama-13b,model_a
388,gpt-35-turbo,huggyllama/llama-13b,model_a
389,huggyllama/llama-13b,gpt-35-turbo,model_b
390,huggyllama/llama-13b,gpt-35-turbo,model_b
391,gpt-35-turbo,huggyllama/llama-13b,model_a
392,huggyllama/llama-13b,gpt-35-turbo,model_b
393,gpt-35-turbo,huggyllama/llama-13b,model_a
394,gpt-35-turbo,huggyllama/llama-13b,
395,gpt-35-turbo,huggyllama/llama-13b,model_a
396,gpt-35-turbo,huggyllama/llama-13b,model_a
397,huggyllama/llama-13b,gpt-35-turbo,model_b
398,huggyllama/llama-13b,gpt-35-turbo,model_b
399,huggyllama/llama-13b,gpt-35-turbo,model_b
400,huggyllama/llama-13b,lmsys/vicuna-13b-v1.5,model_b
401,lmsys/vicuna-13b-v1.5,huggyllama/llama-13b,tie(all bad)
402,huggyllama/llama-13b,meta-llama/Llama-2-7b-chat-hf,model_b
403,meta-llama/Llama-2-7b-chat-hf,huggyllama/llama-13b,model_a
404,meta-llama/Llama-2-7b-chat-hf,huggyllama/llama-13b,model_a
405,huggyllama/llama-13b,meta-llama/Llama-2-13b-chat-hf,model_b
406,huggyllama/llama-13b,meta-llama/Llama-2-13b-chat-hf,model_b
407,meta-llama/Llama-2-70b-chat-hf,huggyllama/llama-13b,model_a
408,meta-llama/Llama-2-70b-chat-hf,huggyllama/llama-13b,model_a
409,huggyllama/llama-13b,chavinlo/alpaca-native,tie(all bad)
410,huggyllama/llama-13b,chavinlo/alpaca-native,model_a
411,chavinlo/alpaca-native,huggyllama/llama-13b,model_a
412,chavinlo/alpaca-13b,huggyllama/llama-13b,tie(all bad)
413,huggyllama/llama-13b,mosaicml/mpt-7b-chat,model_b
414,mosaicml/mpt-30b-chat,huggyllama/llama-13b,model_a
415,huggyllama/llama-13b,WizardLM/WizardLM-7B-V1.0,tie(all bad)
416,WizardLM/WizardLM-7B-V1.0,huggyllama/llama-13b,model_b
417,huggyllama/llama-13b,WizardLM/WizardLM-13B-V1.2,model_b
418,WizardLM/WizardLM-13B-V1.2,huggyllama/llama-13b,model_a
419,Xwin-LM/Xwin-LM-7B-V0.1,huggyllama/llama-13b,model_a
420,huggyllama/llama-13b,Xwin-LM/Xwin-LM-7B-V0.1,model_b
421,Xwin-LM/Xwin-LM-13B-V0.1,huggyllama/llama-13b,model_a
422,Xwin-LM/Xwin-LM-13B-V0.1,huggyllama/llama-13b,model_a
423,tiiuae/falcon-7b-instruct,huggyllama/llama-13b,model_a
424,huggyllama/llama-13b,tiiuae/falcon-7b-instruct,tie(all bad)
425,tiiuae/falcon-40b-instruct,huggyllama/llama-13b,tie(all bad)
426,huggyllama/llama-13b,tiiuae/falcon-40b-instruct,model_b
427,tiiuae/falcon-40b-instruct,huggyllama/llama-13b,model_a
428,huggyllama/llama-7b,huggyllama/llama-13b,tie(all bad)
429,huggyllama/llama-13b,huggyllama/llama-30b,tie(all bad)
430,mistralai/Mixtral-8x7B-Instruct-v0.1,huggyllama/llama-13b,model_a
431,mistralai/Mixtral-8x7B-Instruct-v0.1,huggyllama/llama-13b,model_a
432,huggyllama/llama-13b,mistralai/Mixtral-8x7B-Instruct-v0.1,model_b
433,huggyllama/llama-13b,mistralai/Mixtral-8x7B-Instruct-v0.1,model_b
434,huggyllama/llama-13b,mistralai/Mixtral-8x7B-Instruct-v0.1,model_b
435,mistralai/Mixtral-8x7B-Instruct-v0.1,huggyllama/llama-13b,model_a
436,huggyllama/llama-13b,mistralai/Mixtral-8x7B-Instruct-v0.1,model_b
437,mistralai/Mixtral-8x7B-Instruct-v0.1,huggyllama/llama-13b,model_a
438,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
439,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
440,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
441,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
442,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
443,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,tie(all bad)
444,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
445,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
446,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,tie(all bad)
447,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
448,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
449,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,tie
450,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
451,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
452,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
453,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
454,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,tie(all bad)
455,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
456,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
457,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
458,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
459,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
460,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_b
461,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
462,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
463,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
464,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
465,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,tie(all bad)
466,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
467,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
468,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
469,lmsys/vicuna-7b-v1.5,huggyllama/llama-13b,model_a
470,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
471,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
472,huggyllama/llama-13b,lmsys/vicuna-7b-v1.5,model_b
